Date,Lunar_Longitude
1954-093,41.57
1954-094,53.76
1954-095,65.95
1954-096,78.14
1954-097,90.34
1954-098,102.53
1954-099,114.72
1954-100,126.91
1954-101,139.1
1954-102,151.29
1954-103,163.48
1954-104,175.67
1954-105,187.86
1954-106,200.05
1954-107,212.25
1954-108,224.44
1954-109,236.63
1954-110,248.82
1954-111,261.01
1954-112,273.2
1954-113,285.39
1954-114,297.58
1954-115,309.77
1954-116,321.96
1954-117,334.16
1954-118,346.35
1954-119,358.54
1954-120,10.73
1954-121,22.92
1954-122,35.11
1954-123,47.3
1954-124,59.49
1954-125,71.68
1954-126,83.87
1954-127,96.07
1954-128,108.26
1954-129,120.45
1954-130,132.64
1954-131,144.83
1954-132,157.02
1954-133,169.21
1954-134,181.4
1954-135,193.59
1954-136,205.78
1954-137,217.97
1954-138,230.17
1954-139,242.36
1954-140,254.55
1954-141,266.74
1954-142,278.93
1954-143,291.12
1954-144,303.31
1954-145,315.5
1954-146,327.69
1954-147,339.88
1954-148,352.08
1954-149,4.27
1954-150,16.46
1954-151,28.65
1954-152,40.84
1954-153,53.03
1954-154,65.22
1954-155,77.41
1954-156,89.6
1954-157,101.79
1954-158,113.99
1954-159,126.18
1954-160,138.37
1954-161,150.56
1954-162,162.75
1954-163,174.94
1954-164,187.13
1954-165,199.32
1954-166,211.51
1954-167,223.7
1954-168,235.9
1954-169,248.09
1954-170,260.28
1954-171,272.47
1954-172,284.66
1954-173,296.85
1954-174,309.04
1954-175,321.23
1954-176,333.42
1954-177,345.61
1954-178,357.81
1954-179,10.0
1954-180,22.19
1954-181,34.38
1954-182,46.57
1954-183,58.76
1954-184,70.95
1954-185,83.14
1954-186,95.33
1954-187,107.52
1954-188,119.72
1954-189,131.91
1954-190,144.1
1954-191,156.29
1954-192,168.48
1954-193,180.67
1954-194,192.86
1954-195,205.05
1954-196,217.24
1954-197,229.43
1954-198,241.63
1954-199,253.82
1954-200,266.01
1954-201,278.2
1954-202,290.39
1954-203,302.58
1954-204,314.77
1954-205,326.96
1954-206,339.15
1954-207,351.34
1954-208,3.54
1954-209,15.73
1954-210,27.92
1954-211,40.11
1954-212,52.3
1954-213,64.49
1954-214,76.68
1954-215,88.87
1954-216,101.06
1954-217,113.25
1954-218,125.45
1954-219,137.64
1954-220,149.83
1954-221,162.02
1954-222,174.21
1954-223,186.4
1954-224,198.59
1954-225,210.78
1954-226,222.97
1954-227,235.16
1954-228,247.36
1954-229,259.55
1954-230,271.74
1954-231,283.93
1954-232,296.12
1954-233,308.31
1954-234,320.5
1954-235,332.69
1954-236,344.88
1954-237,357.07
1954-238,9.27
1954-239,21.46
1954-240,33.65
1954-241,45.84
1954-242,58.03
1954-243,70.22
1954-244,82.41
1954-245,94.6
1954-246,106.79
1954-247,118.98
1954-248,131.18
1954-249,143.37
1954-250,155.56
1954-251,167.75
1954-252,179.94
1954-253,192.13
1954-254,204.32
1954-255,216.51
1954-256,228.7
1954-257,240.89
1954-258,253.08
1954-259,265.28
1954-260,277.47
1954-261,289.66
1954-262,301.85
1954-263,314.04
1954-264,326.23
1954-265,338.42
1954-266,350.61
1954-267,2.8
1954-268,14.99
1954-269,27.19
1954-270,39.38
1954-271,51.57
1954-272,63.76
1954-273,75.95
1954-274,88.14
1954-275,100.33
1954-276,112.52
1954-277,124.71
1954-278,136.9
1954-279,149.1
1954-280,161.29
1954-281,173.48
1954-282,185.67
1954-283,197.86
1954-284,210.05
1954-285,222.24
1954-286,234.43
1954-287,246.62
1954-288,258.81
1954-289,271.01
1954-290,283.2
1954-291,295.39
1954-292,307.58
1954-293,319.77
1954-294,331.96
1954-295,344.15
1954-296,356.34
1954-297,8.53
1954-298,20.72
1954-299,32.92
1954-300,45.11
1954-301,57.3
1954-302,69.49
1954-303,81.68
1954-304,93.87
1954-305,106.06
1954-306,118.25
1954-307,130.44
1954-308,142.63
1954-309,154.83
1954-310,167.02
1954-311,179.21
1954-312,191.4
1954-313,203.59
1954-314,215.78
1954-315,227.97
1954-316,240.16
1954-317,252.35
1954-318,264.54
1954-319,276.74
1954-320,288.93
1954-321,301.12
1954-322,313.31
1954-323,325.5
1954-324,337.69
1954-325,349.88
1954-326,2.07
1954-327,14.26
1954-328,26.45
1954-329,38.65
1954-330,50.84
1954-331,63.03
1954-332,75.22
1954-333,87.41
1954-334,99.6
1954-335,111.79
1954-336,123.98
1954-337,136.17
1954-338,148.36
1954-339,160.56
1954-340,172.75
1954-341,184.94
1954-342,197.13
1954-343,209.32
1954-344,221.51
1954-345,233.7
1954-346,245.89
1954-347,258.08
1954-348,270.27
1954-349,282.47
1954-350,294.66
1954-351,306.85
1954-352,319.04
1954-353,331.23
1954-354,343.42
1954-355,355.61
1954-356,7.8
1954-357,19.99
1954-358,32.18
1954-359,44.38
1954-360,56.57
1954-361,68.76
1954-362,80.95
1954-363,93.14
1954-364,105.33
1954-365,117.52
1955-001,0.0
1955-002,12.19
1955-003,24.38
1955-004,36.57
1955-005,48.76
1955-006,60.95
1955-007,73.15
1955-008,85.34
1955-009,97.53
1955-010,109.72
1955-011,121.91
1955-012,134.1
1955-013,146.29
1955-014,158.48
1955-015,170.67
1955-016,182.86
1955-017,195.06
1955-018,207.25
1955-019,219.44
1955-020,231.63
1955-021,243.82
1955-022,256.01
1955-023,268.2
1955-024,280.39
1955-025,292.58
1955-026,304.77
1955-027,316.97
1955-028,329.16
1955-029,341.35
1955-030,353.54
1955-031,5.73
1955-032,17.92
1955-033,30.11
1955-034,42.3
1955-035,54.49
1955-036,66.68
1955-037,78.88
1955-038,91.07
1955-039,103.26
1955-040,115.45
1955-041,127.64
1955-042,139.83
1955-043,152.02
1955-044,164.21
1955-045,176.4
1955-046,188.59
1955-047,200.79
1955-048,212.98
1955-049,225.17
1955-050,237.36
1955-051,249.55
1955-052,261.74
1955-053,273.93
1955-054,286.12
1955-055,298.31
1955-056,310.5
1955-057,322.7
1955-058,334.89
1955-059,347.08
1955-060,359.27
1955-061,11.46
1955-062,23.65
1955-063,35.84
1955-064,48.03
1955-065,60.22
1955-066,72.41
1955-067,84.61
1955-068,96.8
1955-069,108.99
1955-070,121.18
1955-071,133.37
1955-072,145.56
1955-073,157.75
1955-074,169.94
1955-075,182.13
1955-076,194.32
1955-077,206.52
1955-078,218.71
1955-079,230.9
1955-080,243.09
1955-081,255.28
1955-082,267.47
1955-083,279.66
1955-084,291.85
1955-085,304.04
1955-086,316.23
1955-087,328.43
1955-088,340.62
1955-089,352.81
1955-090,5.0
1955-091,17.19
1955-092,29.38
1955-093,41.57
1955-094,53.76
1955-095,65.95
1955-096,78.14
1955-097,90.34
1955-098,102.53
1955-099,114.72
1955-100,126.91
1955-101,139.1
1955-102,151.29
1955-103,163.48
1955-104,175.67
1955-105,187.86
1955-106,200.05
1955-107,212.25
1955-108,224.44
1955-109,236.63
1955-110,248.82
1955-111,261.01
1955-112,273.2
1955-113,285.39
1955-114,297.58
1955-115,309.77
1955-116,321.96
1955-117,334.16
1955-118,346.35
1955-119,358.54
1955-120,10.73
1955-121,22.92
1955-122,35.11
1955-123,47.3
1955-124,59.49
1955-125,71.68
1955-126,83.87
1955-127,96.07
1955-128,108.26
1955-129,120.45
1955-130,132.64
1955-131,144.83
1955-132,157.02
1955-133,169.21
1955-134,181.4
1955-135,193.59
1955-136,205.78
1955-137,217.97
1955-138,230.17
1955-139,242.36
1955-140,254.55
1955-141,266.74
1955-142,278.93
1955-143,291.12
1955-144,303.31
1955-145,315.5
1955-146,327.69
1955-147,339.88
1955-148,352.08
1955-149,4.27
1955-150,16.46
1955-151,28.65
1955-152,40.84
1955-153,53.03
1955-154,65.22
1955-155,77.41
1955-156,89.6
1955-157,101.79
1955-158,113.99
1955-159,126.18
1955-160,138.37
1955-161,150.56
1955-162,162.75
1955-163,174.94
1955-164,187.13
1955-165,199.32
1955-166,211.51
1955-167,223.7
1955-168,235.9
1955-169,248.09
1955-170,260.28
1955-171,272.47
1955-172,284.66
1955-173,296.85
1955-174,309.04
1955-175,321.23
1955-176,333.42
1955-177,345.61
1955-178,357.81
1955-179,10.0
1955-180,22.19
1955-181,34.38
1955-182,46.57
1955-183,58.76
1955-184,70.95
1955-185,83.14
1955-186,95.33
1955-187,107.52
1955-188,119.72
1955-189,131.91
1955-190,144.1
1955-191,156.29
1955-192,168.48
1955-193,180.67
1955-194,192.86
1955-195,205.05
1955-196,217.24
1955-197,229.43
1955-198,241.63
1955-199,253.82
1955-200,266.01
1955-201,278.2
1955-202,290.39
1955-203,302.58
1955-204,314.77
1955-205,326.96
1955-206,339.15
1955-207,351.34
1955-208,3.54
1955-209,15.73
1955-210,27.92
1955-211,40.11
1955-212,52.3
1955-213,64.49
1955-214,76.68
1955-215,88.87
1955-216,101.06
1955-217,113.25
1955-218,125.45
1955-219,137.64
1955-220,149.83
1955-221,162.02
1955-222,174.21
1955-223,186.4
1955-224,198.59
1955-225,210.78
1955-226,222.97
1955-227,235.16
1955-228,247.36
1955-229,259.55
1955-230,271.74
1955-231,283.93
1955-232,296.12
1955-233,308.31
1955-234,320.5
1955-235,332.69
1955-236,344.88
1955-237,357.07
1955-238,9.27
1955-239,21.46
1955-240,33.65
1955-241,45.84
1955-242,58.03
1955-243,70.22
1955-244,82.41
1955-245,94.6
1955-246,106.79
1955-247,118.98
1955-248,131.18
1955-249,143.37
1955-250,155.56
1955-251,167.75
1955-252,179.94
1955-253,192.13
1955-254,204.32
1955-255,216.51
1955-256,228.7
1955-257,240.89
1955-258,253.08
1955-259,265.28
1955-260,277.47
1955-261,289.66
1955-262,301.85
1955-263,314.04
1955-264,326.23
1955-265,338.42
1955-266,350.61
1955-267,2.8
1955-268,14.99
1955-269,27.19
1955-270,39.38
1955-271,51.57
1955-272,63.76
1955-273,75.95
1955-274,88.14
1955-275,100.33
1955-276,112.52
1955-277,124.71
1955-278,136.9
1955-279,149.1
1955-280,161.29
1955-281,173.48
1955-282,185.67
1955-283,197.86
1955-284,210.05
1955-285,222.24
1955-286,234.43
1955-287,246.62
1955-288,258.81
1955-289,271.01
1955-290,283.2
1955-291,295.39
1955-292,307.58
1955-293,319.77
1955-294,331.96
1955-295,344.15
1955-296,356.34
1955-297,8.53
1955-298,20.72
1955-299,32.92
1955-300,45.11
1955-301,57.3
1955-302,69.49
1955-303,81.68
1955-304,93.87
1955-305,106.06
1955-306,118.25
1955-307,130.44
1955-308,142.63
1955-309,154.83
1955-310,167.02
1955-311,179.21
1955-312,191.4
1955-313,203.59
1955-314,215.78
1955-315,227.97
1955-316,240.16
1955-317,252.35
1955-318,264.54
1955-319,276.74
1955-320,288.93
1955-321,301.12
1955-322,313.31
1955-323,325.5
1955-324,337.69
1955-325,349.88
1955-326,2.07
1955-327,14.26
1955-328,26.45
1955-329,38.65
1955-330,50.84
1955-331,63.03
1955-332,75.22
1955-333,87.41
1955-334,99.6
1955-335,111.79
1955-336,123.98
1955-337,136.17
1955-338,148.36
1955-339,160.56
1955-340,172.75
1955-341,184.94
1955-342,197.13
1955-343,209.32
1955-344,221.51
1955-345,233.7
1955-346,245.89
1955-347,258.08
1955-348,270.27
1955-349,282.47
1955-350,294.66
1955-351,306.85
1955-352,319.04
1955-353,331.23
1955-354,343.42
1955-355,355.61
1955-356,7.8
1955-357,19.99
1955-358,32.18
1955-359,44.38
1955-360,56.57
1955-361,68.76
1955-362,80.95
1955-363,93.14
1955-364,105.33
1955-365,117.52
1956-001,0.0
1956-002,12.19
1956-003,24.38
1956-004,36.57
1956-005,48.76
1956-006,60.95
1956-007,73.15
1956-008,85.34
1956-009,97.53
1956-010,109.72
1956-011,121.91
1956-012,134.1
1956-013,146.29
1956-014,158.48
1956-015,170.67
1956-016,182.86
1956-017,195.06
1956-018,207.25
1956-019,219.44
1956-020,231.63
1956-021,243.82
1956-022,256.01
1956-023,268.2
1956-024,280.39
1956-025,292.58
1956-026,304.77
1956-027,316.97
1956-028,329.16
1956-029,341.35
1956-030,353.54
1956-031,5.73
1956-032,17.92
1956-033,30.11
1956-034,42.3
1956-035,54.49
1956-036,66.68
1956-037,78.88
1956-038,91.07
1956-039,103.26
1956-040,115.45
1956-041,127.64
1956-042,139.83
1956-043,152.02
1956-044,164.21
1956-045,176.4
1956-046,188.59
1956-047,200.79
1956-048,212.98
1956-049,225.17
1956-050,237.36
1956-051,249.55
1956-052,261.74
1956-053,273.93
1956-054,286.12
1956-055,298.31
1956-056,310.5
1956-057,322.7
1956-058,334.89
1956-059,347.08
1956-060,359.27
1956-061,11.46
1956-062,23.65
1956-063,35.84
1956-064,48.03
1956-065,60.22
1956-066,72.41
1956-067,84.61
1956-068,96.8
1956-069,108.99
1956-070,121.18
1956-071,133.37
1956-072,145.56
1956-073,157.75
1956-074,169.94
1956-075,182.13
1956-076,194.32
1956-077,206.52
1956-078,218.71
1956-079,230.9
1956-080,243.09
1956-081,255.28
1956-082,267.47
1956-083,279.66
1956-084,291.85
1956-085,304.04
1956-086,316.23
1956-087,328.43
1956-088,340.62
1956-089,352.81
1956-090,5.0
1956-091,17.19
1956-092,29.38
1956-093,41.57
1956-094,53.76
1956-095,65.95
1956-096,78.14
1956-097,90.34
1956-098,102.53
1956-099,114.72
1956-100,126.91
1956-101,139.1
1956-102,151.29
1956-103,163.48
1956-104,175.67
1956-105,187.86
1956-106,200.05
1956-107,212.25
1956-108,224.44
1956-109,236.63
1956-110,248.82
1956-111,261.01
1956-112,273.2
1956-113,285.39
1956-114,297.58
1956-115,309.77
1956-116,321.96
1956-117,334.16
1956-118,346.35
1956-119,358.54
1956-120,10.73
1956-121,22.92
1956-122,35.11
1956-123,47.3
1956-124,59.49
1956-125,71.68
1956-126,83.87
1956-127,96.07
1956-128,108.26
1956-129,120.45
1956-130,132.64
1956-131,144.83
1956-132,157.02
1956-133,169.21
1956-134,181.4
1956-135,193.59
1956-136,205.78
1956-137,217.97
1956-138,230.17
1956-139,242.36
1956-140,254.55
1956-141,266.74
1956-142,278.93
1956-143,291.12
1956-144,303.31
1956-145,315.5
1956-146,327.69
1956-147,339.88
1956-148,352.08
1956-149,4.27
1956-150,16.46
1956-151,28.65
1956-152,40.84
1956-153,53.03
1956-154,65.22
1956-155,77.41
1956-156,89.6
1956-157,101.79
1956-158,113.99
1956-159,126.18
1956-160,138.37
1956-161,150.56
1956-162,162.75
1956-163,174.94
1956-164,187.13
1956-165,199.32
1956-166,211.51
1956-167,223.7
1956-168,235.9
1956-169,248.09
1956-170,260.28
1956-171,272.47
1956-172,284.66
1956-173,296.85
1956-174,309.04
1956-175,321.23
1956-176,333.42
1956-177,345.61
1956-178,357.81
1956-179,10.0
1956-180,22.19
1956-181,34.38
1956-182,46.57
1956-183,58.76
1956-184,70.95
1956-185,83.14
1956-186,95.33
1956-187,107.52
1956-188,119.72
1956-189,131.91
1956-190,144.1
1956-191,156.29
1956-192,168.48
1956-193,180.67
1956-194,192.86
1956-195,205.05
1956-196,217.24
1956-197,229.43
1956-198,241.63
1956-199,253.82
1956-200,266.01
1956-201,278.2
1956-202,290.39
1956-203,302.58
1956-204,314.77
1956-205,326.96
1956-206,339.15
1956-207,351.34
1956-208,3.54
1956-209,15.73
1956-210,27.92
1956-211,40.11
1956-212,52.3
1956-213,64.49
1956-214,76.68
1956-215,88.87
1956-216,101.06
1956-217,113.25
1956-218,125.45
1956-219,137.64
1956-220,149.83
1956-221,162.02
1956-222,174.21
1956-223,186.4
1956-224,198.59
1956-225,210.78
1956-226,222.97
1956-227,235.16
1956-228,247.36
1956-229,259.55
1956-230,271.74
1956-231,283.93
1956-232,296.12
1956-233,308.31
1956-234,320.5
1956-235,332.69
1956-236,344.88
1956-237,357.07
1956-238,9.27
1956-239,21.46
1956-240,33.65
1956-241,45.84
1956-242,58.03
1956-243,70.22
1956-244,82.41
1956-245,94.6
1956-246,106.79
1956-247,118.98
1956-248,131.18
1956-249,143.37
1956-250,155.56
1956-251,167.75
1956-252,179.94
1956-253,192.13
1956-254,204.32
1956-255,216.51
1956-256,228.7
1956-257,240.89
1956-258,253.08
1956-259,265.28
1956-260,277.47
1956-261,289.66
1956-262,301.85
1956-263,314.04
1956-264,326.23
1956-265,338.42
1956-266,350.61
1956-267,2.8
1956-268,14.99
1956-269,27.19
1956-270,39.38
1956-271,51.57
1956-272,63.76
1956-273,75.95
1956-274,88.14
1956-275,100.33
1956-276,112.52
1956-277,124.71
1956-278,136.9
1956-279,149.1
1956-280,161.29
1956-281,173.48
1956-282,185.67
1956-283,197.86
1956-284,210.05
1956-285,222.24
1956-286,234.43
1956-287,246.62
1956-288,258.81
1956-289,271.01
1956-290,283.2
1956-291,295.39
1956-292,307.58
1956-293,319.77
1956-294,331.96
1956-295,344.15
1956-296,356.34
1956-297,8.53
1956-298,20.72
1956-299,32.92
1956-300,45.11
1956-301,57.3
1956-302,69.49
1956-303,81.68
1956-304,93.87
1956-305,106.06
1956-306,118.25
1956-307,130.44
1956-308,142.63
1956-309,154.83
1956-310,167.02
1956-311,179.21
1956-312,191.4
1956-313,203.59
1956-314,215.78
1956-315,227.97
1956-316,240.16
1956-317,252.35
1956-318,264.54
1956-319,276.74
1956-320,288.93
1956-321,301.12
1956-322,313.31
1956-323,325.5
1956-324,337.69
1956-325,349.88
1956-326,2.07
1956-327,14.26
1956-328,26.45
1956-329,38.65
1956-330,50.84
1956-331,63.03
1956-332,75.22
1956-333,87.41
1956-334,99.6
1956-335,111.79
1956-336,123.98
1956-337,136.17
1956-338,148.36
1956-339,160.56
1956-340,172.75
1956-341,184.94
1956-342,197.13
1956-343,209.32
1956-344,221.51
1956-345,233.7
1956-346,245.89
1956-347,258.08
1956-348,270.27
1956-349,282.47
1956-350,294.66
1956-351,306.85
1956-352,319.04
1956-353,331.23
1956-354,343.42
1956-355,355.61
1956-356,7.8
1956-357,19.99
1956-358,32.18
1956-359,44.38
1956-360,56.57
1956-361,68.76
1956-362,80.95
1956-363,93.14
1956-364,105.33
1956-365,117.52
1957-001,0.0
1957-002,12.19
1957-003,24.38
1957-004,36.57
1957-005,48.76
1957-006,60.95
1957-007,73.15
1957-008,85.34
1957-009,97.53
1957-010,109.72
1957-011,121.91
1957-012,134.1
1957-013,146.29
1957-014,158.48
1957-015,170.67
1957-016,182.86
1957-017,195.06
1957-018,207.25
1957-019,219.44
1957-020,231.63
1957-021,243.82
1957-022,256.01
1957-023,268.2
1957-024,280.39
1957-025,292.58
1957-026,304.77
1957-027,316.97
1957-028,329.16
1957-029,341.35
1957-030,353.54
1957-031,5.73
1957-032,17.92
1957-033,30.11
1957-034,42.3
1957-035,54.49
1957-036,66.68
1957-037,78.88
1957-038,91.07
1957-039,103.26
1957-040,115.45
1957-041,127.64
1957-042,139.83
1957-043,152.02
1957-044,164.21
1957-045,176.4
1957-046,188.59
1957-047,200.79
1957-048,212.98
1957-049,225.17
1957-050,237.36
1957-051,249.55
1957-052,261.74
1957-053,273.93
1957-054,286.12
1957-055,298.31
1957-056,310.5
1957-057,322.7
1957-058,334.89
1957-059,347.08
1957-060,359.27
1957-061,11.46
1957-062,23.65
1957-063,35.84
1957-064,48.03
1957-065,60.22
1957-066,72.41
1957-067,84.61
1957-068,96.8
1957-069,108.99
1957-070,121.18
1957-071,133.37
1957-072,145.56
1957-073,157.75
1957-074,169.94
1957-075,182.13
1957-076,194.32
1957-077,206.52
1957-078,218.71
1957-079,230.9
1957-080,243.09
1957-081,255.28
1957-082,267.47
1957-083,279.66
1957-084,291.85
1957-085,304.04
1957-086,316.23
1957-087,328.43
1957-088,340.62
1957-089,352.81
1957-090,5.0
1957-091,17.19
1957-092,29.38
1957-093,41.57
1957-094,53.76
1957-095,65.95
1957-096,78.14
1957-097,90.34
1957-098,102.53
1957-099,114.72
1957-100,126.91
1957-101,139.1
1957-102,151.29
1957-103,163.48
1957-104,175.67
1957-105,187.86
1957-106,200.05
1957-107,212.25
1957-108,224.44
1957-109,236.63
1957-110,248.82
1957-111,261.01
1957-112,273.2
1957-113,285.39
1957-114,297.58
1957-115,309.77
1957-116,321.96
1957-117,334.16
1957-118,346.35
1957-119,358.54
1957-120,10.73
1957-121,22.92
1957-122,35.11
1957-123,47.3
1957-124,59.49
1957-125,71.68
1957-126,83.87
1957-127,96.07
1957-128,108.26
1957-129,120.45
1957-130,132.64
1957-131,144.83
1957-132,157.02
1957-133,169.21
1957-134,181.4
1957-135,193.59
1957-136,205.78
1957-137,217.97
1957-138,230.17
1957-139,242.36
1957-140,254.55
1957-141,266.74
1957-142,278.93
1957-143,291.12
1957-144,303.31
1957-145,315.5
1957-146,327.69
1957-147,339.88
1957-148,352.08
1957-149,4.27
1957-150,16.46
1957-151,28.65
1957-152,40.84
1957-153,53.03
1957-154,65.22
1957-155,77.41
1957-156,89.6
1957-157,101.79
1957-158,113.99
1957-159,126.18
1957-160,138.37
1957-161,150.56
1957-162,162.75
1957-163,174.94
1957-164,187.13
1957-165,199.32
1957-166,211.51
1957-167,223.7
1957-168,235.9
1957-169,248.09
1957-170,260.28
1957-171,272.47
1957-172,284.66
1957-173,296.85
1957-174,309.04
1957-175,321.23
1957-176,333.42
1957-177,345.61
1957-178,357.81
1957-179,10.0
1957-180,22.19
1957-181,34.38
1957-182,46.57
1957-183,58.76
1957-184,70.95
1957-185,83.14
1957-186,95.33
1957-187,107.52
1957-188,119.72
1957-189,131.91
1957-190,144.1
1957-191,156.29
1957-192,168.48
1957-193,180.67
1957-194,192.86
1957-195,205.05
1957-196,217.24
1957-197,229.43
1957-198,241.63
1957-199,253.82
1957-200,266.01
1957-201,278.2
1957-202,290.39
1957-203,302.58
1957-204,314.77
1957-205,326.96
1957-206,339.15
1957-207,351.34
1957-208,3.54
1957-209,15.73
1957-210,27.92
1957-211,40.11
1957-212,52.3
1957-213,64.49
1957-214,76.68
1957-215,88.87
1957-216,101.06
1957-217,113.25
1957-218,125.45
1957-219,137.64
1957-220,149.83
1957-221,162.02
1957-222,174.21
1957-223,186.4
1957-224,198.59
1957-225,210.78
1957-226,222.97
1957-227,235.16
1957-228,247.36
1957-229,259.55
1957-230,271.74
1957-231,283.93
1957-232,296.12
1957-233,308.31
1957-234,320.5
1957-235,332.69
1957-236,344.88
1957-237,357.07
1957-238,9.27
1957-239,21.46
1957-240,33.65
1957-241,45.84
1957-242,58.03
1957-243,70.22
1957-244,82.41
1957-245,94.6
1957-246,106.79
1957-247,118.98
1957-248,131.18
1957-249,143.37
1957-250,155.56
1957-251,167.75
1957-252,179.94
1957-253,192.13
1957-254,204.32
1957-255,216.51
1957-256,228.7
1957-257,240.89
1957-258,253.08
1957-259,265.28
1957-260,277.47
1957-261,289.66
1957-262,301.85
1957-263,314.04
1957-264,326.23
1957-265,338.42
1957-266,350.61
1957-267,2.8
1957-268,14.99
1957-269,27.19
1957-270,39.38
1957-271,51.57
1957-272,63.76
1957-273,75.95
1957-274,88.14
1957-275,100.33
1957-276,112.52
1957-277,124.71
1957-278,136.9
1957-279,149.1
1957-280,161.29
1957-281,173.48
1957-282,185.67
1957-283,197.86
1957-284,210.05
1957-285,222.24
1957-286,234.43
1957-287,246.62
1957-288,258.81
1957-289,271.01
1957-290,283.2
1957-291,295.39
1957-292,307.58
1957-293,319.77
1957-294,331.96
1957-295,344.15
1957-296,356.34
1957-297,8.53
1957-298,20.72
1957-299,32.92
1957-300,45.11
1957-301,57.3
1957-302,69.49
1957-303,81.68
1957-304,93.87
1957-305,106.06
1957-306,118.25
1957-307,130.44
1957-308,142.63
1957-309,154.83
1957-310,167.02
1957-311,179.21
1957-312,191.4
1957-313,203.59
1957-314,215.78
1957-315,227.97
1957-316,240.16
1957-317,252.35
1957-318,264.54
1957-319,276.74
1957-320,288.93
1957-321,301.12
1957-322,313.31
1957-323,325.5
1957-324,337.69
1957-325,349.88
1957-326,2.07
1957-327,14.26
1957-328,26.45
1957-329,38.65
1957-330,50.84
1957-331,63.03
1957-332,75.22
