Date,Solar_Longitude
1954-093,90.74
1954-094,91.73
1954-095,92.71
1954-096,93.7
1954-097,94.68
1954-098,95.67
1954-099,96.66
1954-100,97.64
1954-101,98.63
1954-102,99.62
1954-103,100.6
1954-104,101.59
1954-105,102.58
1954-106,103.56
1954-107,104.55
1954-108,105.53
1954-109,106.52
1954-110,107.51
1954-111,108.49
1954-112,109.48
1954-113,110.47
1954-114,111.45
1954-115,112.44
1954-116,113.42
1954-117,114.41
1954-118,115.4
1954-119,116.38
1954-120,117.37
1954-121,118.36
1954-122,119.34
1954-123,120.33
1954-124,121.32
1954-125,122.3
1954-126,123.29
1954-127,124.27
1954-128,125.26
1954-129,126.25
1954-130,127.23
1954-131,128.22
1954-132,129.21
1954-133,130.19
1954-134,131.18
1954-135,132.16
1954-136,133.15
1954-137,134.14
1954-138,135.12
1954-139,136.11
1954-140,137.1
1954-141,138.08
1954-142,139.07
1954-143,140.05
1954-144,141.04
1954-145,142.03
1954-146,143.01
1954-147,144.0
1954-148,144.99
1954-149,145.97
1954-150,146.96
1954-151,147.95
1954-152,148.93
1954-153,149.92
1954-154,150.9
1954-155,151.89
1954-156,152.88
1954-157,153.86
1954-158,154.85
1954-159,155.84
1954-160,156.82
1954-161,157.81
1954-162,158.79
1954-163,159.78
1954-164,160.77
1954-165,161.75
1954-166,162.74
1954-167,163.73
1954-168,164.71
1954-169,165.7
1954-170,166.68
1954-171,167.67
1954-172,168.66
1954-173,169.64
1954-174,170.63
1954-175,171.62
1954-176,172.6
1954-177,173.59
1954-178,174.58
1954-179,175.56
1954-180,176.55
1954-181,177.53
1954-182,178.52
1954-183,179.51
1954-184,180.49
1954-185,181.48
1954-186,182.47
1954-187,183.45
1954-188,184.44
1954-189,185.42
1954-190,186.41
1954-191,187.4
1954-192,188.38
1954-193,189.37
1954-194,190.36
1954-195,191.34
1954-196,192.33
1954-197,193.32
1954-198,194.3
1954-199,195.29
1954-200,196.27
1954-201,197.26
1954-202,198.25
1954-203,199.23
1954-204,200.22
1954-205,201.21
1954-206,202.19
1954-207,203.18
1954-208,204.16
1954-209,205.15
1954-210,206.14
1954-211,207.12
1954-212,208.11
1954-213,209.1
1954-214,210.08
1954-215,211.07
1954-216,212.05
1954-217,213.04
1954-218,214.03
1954-219,215.01
1954-220,216.0
1954-221,216.99
1954-222,217.97
1954-223,218.96
1954-224,219.95
1954-225,220.93
1954-226,221.92
1954-227,222.9
1954-228,223.89
1954-229,224.88
1954-230,225.86
1954-231,226.85
1954-232,227.84
1954-233,228.82
1954-234,229.81
1954-235,230.79
1954-236,231.78
1954-237,232.77
1954-238,233.75
1954-239,234.74
1954-240,235.73
1954-241,236.71
1954-242,237.7
1954-243,238.68
1954-244,239.67
1954-245,240.66
1954-246,241.64
1954-247,242.63
1954-248,243.62
1954-249,244.6
1954-250,245.59
1954-251,246.58
1954-252,247.56
1954-253,248.55
1954-254,249.53
1954-255,250.52
1954-256,251.51
1954-257,252.49
1954-258,253.48
1954-259,254.47
1954-260,255.45
1954-261,256.44
1954-262,257.42
1954-263,258.41
1954-264,259.4
1954-265,260.38
1954-266,261.37
1954-267,262.36
1954-268,263.34
1954-269,264.33
1954-270,265.32
1954-271,266.3
1954-272,267.29
1954-273,268.27
1954-274,269.26
1954-275,270.25
1954-276,271.23
1954-277,272.22
1954-278,273.21
1954-279,274.19
1954-280,275.18
1954-281,276.16
1954-282,277.15
1954-283,278.14
1954-284,279.12
1954-285,280.11
1954-286,281.1
1954-287,282.08
1954-288,283.07
1954-289,284.05
1954-290,285.04
1954-291,286.03
1954-292,287.01
1954-293,288.0
1954-294,288.99
1954-295,289.97
1954-296,290.96
1954-297,291.95
1954-298,292.93
1954-299,293.92
1954-300,294.9
1954-301,295.89
1954-302,296.88
1954-303,297.86
1954-304,298.85
1954-305,299.84
1954-306,300.82
1954-307,301.81
1954-308,302.79
1954-309,303.78
1954-310,304.77
1954-311,305.75
1954-312,306.74
1954-313,307.73
1954-314,308.71
1954-315,309.7
1954-316,310.68
1954-317,311.67
1954-318,312.66
1954-319,313.64
1954-320,314.63
1954-321,315.62
1954-322,316.6
1954-323,317.59
1954-324,318.58
1954-325,319.56
1954-326,320.55
1954-327,321.53
1954-328,322.52
1954-329,323.51
1954-330,324.49
1954-331,325.48
1954-332,326.47
1954-333,327.45
1954-334,328.44
1954-335,329.42
1954-336,330.41
1954-337,331.4
1954-338,332.38
1954-339,333.37
1954-340,334.36
1954-341,335.34
1954-342,336.33
1954-343,337.32
1954-344,338.3
1954-345,339.29
1954-346,340.27
1954-347,341.26
1954-348,342.25
1954-349,343.23
1954-350,344.22
1954-351,345.21
1954-352,346.19
1954-353,347.18
1954-354,348.16
1954-355,349.15
1954-356,350.14
1954-357,351.12
1954-358,352.11
1954-359,353.1
1954-360,354.08
1954-361,355.07
1954-362,356.05
1954-363,357.04
1954-364,358.03
1954-365,359.01
1955-001,0.0
1955-002,0.99
1955-003,1.97
1955-004,2.96
1955-005,3.95
1955-006,4.93
1955-007,5.92
1955-008,6.9
1955-009,7.89
1955-010,8.88
1955-011,9.86
1955-012,10.85
1955-013,11.84
1955-014,12.82
1955-015,13.81
1955-016,14.79
1955-017,15.78
1955-018,16.77
1955-019,17.75
1955-020,18.74
1955-021,19.73
1955-022,20.71
1955-023,21.7
1955-024,22.68
1955-025,23.67
1955-026,24.66
1955-027,25.64
1955-028,26.63
1955-029,27.62
1955-030,28.6
1955-031,29.59
1955-032,30.58
1955-033,31.56
1955-034,32.55
1955-035,33.53
1955-036,34.52
1955-037,35.51
1955-038,36.49
1955-039,37.48
1955-040,38.47
1955-041,39.45
1955-042,40.44
1955-043,41.42
1955-044,42.41
1955-045,43.4
1955-046,44.38
1955-047,45.37
1955-048,46.36
1955-049,47.34
1955-050,48.33
1955-051,49.32
1955-052,50.3
1955-053,51.29
1955-054,52.27
1955-055,53.26
1955-056,54.25
1955-057,55.23
1955-058,56.22
1955-059,57.21
1955-060,58.19
1955-061,59.18
1955-062,60.16
1955-063,61.15
1955-064,62.14
1955-065,63.12
1955-066,64.11
1955-067,65.1
1955-068,66.08
1955-069,67.07
1955-070,68.05
1955-071,69.04
1955-072,70.03
1955-073,71.01
1955-074,72.0
1955-075,72.99
1955-076,73.97
1955-077,74.96
1955-078,75.95
1955-079,76.93
1955-080,77.92
1955-081,78.9
1955-082,79.89
1955-083,80.88
1955-084,81.86
1955-085,82.85
1955-086,83.84
1955-087,84.82
1955-088,85.81
1955-089,86.79
1955-090,87.78
1955-091,88.77
1955-092,89.75
1955-093,90.74
1955-094,91.73
1955-095,92.71
1955-096,93.7
1955-097,94.68
1955-098,95.67
1955-099,96.66
1955-100,97.64
1955-101,98.63
1955-102,99.62
1955-103,100.6
1955-104,101.59
1955-105,102.58
1955-106,103.56
1955-107,104.55
1955-108,105.53
1955-109,106.52
1955-110,107.51
1955-111,108.49
1955-112,109.48
1955-113,110.47
1955-114,111.45
1955-115,112.44
1955-116,113.42
1955-117,114.41
1955-118,115.4
1955-119,116.38
1955-120,117.37
1955-121,118.36
1955-122,119.34
1955-123,120.33
1955-124,121.32
1955-125,122.3
1955-126,123.29
1955-127,124.27
1955-128,125.26
1955-129,126.25
1955-130,127.23
1955-131,128.22
1955-132,129.21
1955-133,130.19
1955-134,131.18
1955-135,132.16
1955-136,133.15
1955-137,134.14
1955-138,135.12
1955-139,136.11
1955-140,137.1
1955-141,138.08
1955-142,139.07
1955-143,140.05
1955-144,141.04
1955-145,142.03
1955-146,143.01
1955-147,144.0
1955-148,144.99
1955-149,145.97
1955-150,146.96
1955-151,147.95
1955-152,148.93
1955-153,149.92
1955-154,150.9
1955-155,151.89
1955-156,152.88
1955-157,153.86
1955-158,154.85
1955-159,155.84
1955-160,156.82
1955-161,157.81
1955-162,158.79
1955-163,159.78
1955-164,160.77
1955-165,161.75
1955-166,162.74
1955-167,163.73
1955-168,164.71
1955-169,165.7
1955-170,166.68
1955-171,167.67
1955-172,168.66
1955-173,169.64
1955-174,170.63
1955-175,171.62
1955-176,172.6
1955-177,173.59
1955-178,174.58
1955-179,175.56
1955-180,176.55
1955-181,177.53
1955-182,178.52
1955-183,179.51
1955-184,180.49
1955-185,181.48
1955-186,182.47
1955-187,183.45
1955-188,184.44
1955-189,185.42
1955-190,186.41
1955-191,187.4
1955-192,188.38
1955-193,189.37
1955-194,190.36
1955-195,191.34
1955-196,192.33
1955-197,193.32
1955-198,194.3
1955-199,195.29
1955-200,196.27
1955-201,197.26
1955-202,198.25
1955-203,199.23
1955-204,200.22
1955-205,201.21
1955-206,202.19
1955-207,203.18
1955-208,204.16
1955-209,205.15
1955-210,206.14
1955-211,207.12
1955-212,208.11
1955-213,209.1
1955-214,210.08
1955-215,211.07
1955-216,212.05
1955-217,213.04
1955-218,214.03
1955-219,215.01
1955-220,216.0
1955-221,216.99
1955-222,217.97
1955-223,218.96
1955-224,219.95
1955-225,220.93
1955-226,221.92
1955-227,222.9
1955-228,223.89
1955-229,224.88
1955-230,225.86
1955-231,226.85
1955-232,227.84
1955-233,228.82
1955-234,229.81
1955-235,230.79
1955-236,231.78
1955-237,232.77
1955-238,233.75
1955-239,234.74
1955-240,235.73
1955-241,236.71
1955-242,237.7
1955-243,238.68
1955-244,239.67
1955-245,240.66
1955-246,241.64
1955-247,242.63
1955-248,243.62
1955-249,244.6
1955-250,245.59
1955-251,246.58
1955-252,247.56
1955-253,248.55
1955-254,249.53
1955-255,250.52
1955-256,251.51
1955-257,252.49
1955-258,253.48
1955-259,254.47
1955-260,255.45
1955-261,256.44
1955-262,257.42
1955-263,258.41
1955-264,259.4
1955-265,260.38
1955-266,261.37
1955-267,262.36
1955-268,263.34
1955-269,264.33
1955-270,265.32
1955-271,266.3
1955-272,267.29
1955-273,268.27
1955-274,269.26
1955-275,270.25
1955-276,271.23
1955-277,272.22
1955-278,273.21
1955-279,274.19
1955-280,275.18
1955-281,276.16
1955-282,277.15
1955-283,278.14
1955-284,279.12
1955-285,280.11
1955-286,281.1
1955-287,282.08
1955-288,283.07
1955-289,284.05
1955-290,285.04
1955-291,286.03
1955-292,287.01
1955-293,288.0
1955-294,288.99
1955-295,289.97
1955-296,290.96
1955-297,291.95
1955-298,292.93
1955-299,293.92
1955-300,294.9
1955-301,295.89
1955-302,296.88
1955-303,297.86
1955-304,298.85
1955-305,299.84
1955-306,300.82
1955-307,301.81
1955-308,302.79
1955-309,303.78
1955-310,304.77
1955-311,305.75
1955-312,306.74
1955-313,307.73
1955-314,308.71
1955-315,309.7
1955-316,310.68
1955-317,311.67
1955-318,312.66
1955-319,313.64
1955-320,314.63
1955-321,315.62
1955-322,316.6
1955-323,317.59
1955-324,318.58
1955-325,319.56
1955-326,320.55
1955-327,321.53
1955-328,322.52
1955-329,323.51
1955-330,324.49
1955-331,325.48
1955-332,326.47
1955-333,327.45
1955-334,328.44
1955-335,329.42
1955-336,330.41
1955-337,331.4
1955-338,332.38
1955-339,333.37
1955-340,334.36
1955-341,335.34
1955-342,336.33
1955-343,337.32
1955-344,338.3
1955-345,339.29
1955-346,340.27
1955-347,341.26
1955-348,342.25
1955-349,343.23
1955-350,344.22
1955-351,345.21
1955-352,346.19
1955-353,347.18
1955-354,348.16
1955-355,349.15
1955-356,350.14
1955-357,351.12
1955-358,352.11
1955-359,353.1
1955-360,354.08
1955-361,355.07
1955-362,356.05
1955-363,357.04
1955-364,358.03
1955-365,359.01
1956-001,0.0
1956-002,0.99
1956-003,1.97
1956-004,2.96
1956-005,3.95
1956-006,4.93
1956-007,5.92
1956-008,6.9
1956-009,7.89
1956-010,8.88
1956-011,9.86
1956-012,10.85
1956-013,11.84
1956-014,12.82
1956-015,13.81
1956-016,14.79
1956-017,15.78
1956-018,16.77
1956-019,17.75
1956-020,18.74
1956-021,19.73
1956-022,20.71
1956-023,21.7
1956-024,22.68
1956-025,23.67
1956-026,24.66
1956-027,25.64
1956-028,26.63
1956-029,27.62
1956-030,28.6
1956-031,29.59
1956-032,30.58
1956-033,31.56
1956-034,32.55
1956-035,33.53
1956-036,34.52
1956-037,35.51
1956-038,36.49
1956-039,37.48
1956-040,38.47
1956-041,39.45
1956-042,40.44
1956-043,41.42
1956-044,42.41
1956-045,43.4
1956-046,44.38
1956-047,45.37
1956-048,46.36
1956-049,47.34
1956-050,48.33
1956-051,49.32
1956-052,50.3
1956-053,51.29
1956-054,52.27
1956-055,53.26
1956-056,54.25
1956-057,55.23
1956-058,56.22
1956-059,57.21
1956-060,58.19
1956-061,59.18
1956-062,60.16
1956-063,61.15
1956-064,62.14
1956-065,63.12
1956-066,64.11
1956-067,65.1
1956-068,66.08
1956-069,67.07
1956-070,68.05
1956-071,69.04
1956-072,70.03
1956-073,71.01
1956-074,72.0
1956-075,72.99
1956-076,73.97
1956-077,74.96
1956-078,75.95
1956-079,76.93
1956-080,77.92
1956-081,78.9
1956-082,79.89
1956-083,80.88
1956-084,81.86
1956-085,82.85
1956-086,83.84
1956-087,84.82
1956-088,85.81
1956-089,86.79
1956-090,87.78
1956-091,88.77
1956-092,89.75
1956-093,90.74
1956-094,91.73
1956-095,92.71
1956-096,93.7
1956-097,94.68
1956-098,95.67
1956-099,96.66
1956-100,97.64
1956-101,98.63
1956-102,99.62
1956-103,100.6
1956-104,101.59
1956-105,102.58
1956-106,103.56
1956-107,104.55
1956-108,105.53
1956-109,106.52
1956-110,107.51
1956-111,108.49
1956-112,109.48
1956-113,110.47
1956-114,111.45
1956-115,112.44
1956-116,113.42
1956-117,114.41
1956-118,115.4
1956-119,116.38
1956-120,117.37
1956-121,118.36
1956-122,119.34
1956-123,120.33
1956-124,121.32
1956-125,122.3
1956-126,123.29
1956-127,124.27
1956-128,125.26
1956-129,126.25
1956-130,127.23
1956-131,128.22
1956-132,129.21
1956-133,130.19
1956-134,131.18
1956-135,132.16
1956-136,133.15
1956-137,134.14
1956-138,135.12
1956-139,136.11
1956-140,137.1
1956-141,138.08
1956-142,139.07
1956-143,140.05
1956-144,141.04
1956-145,142.03
1956-146,143.01
1956-147,144.0
1956-148,144.99
1956-149,145.97
1956-150,146.96
1956-151,147.95
1956-152,148.93
1956-153,149.92
1956-154,150.9
1956-155,151.89
1956-156,152.88
1956-157,153.86
1956-158,154.85
1956-159,155.84
1956-160,156.82
1956-161,157.81
1956-162,158.79
1956-163,159.78
1956-164,160.77
1956-165,161.75
1956-166,162.74
1956-167,163.73
1956-168,164.71
1956-169,165.7
1956-170,166.68
1956-171,167.67
1956-172,168.66
1956-173,169.64
1956-174,170.63
1956-175,171.62
1956-176,172.6
1956-177,173.59
1956-178,174.58
1956-179,175.56
1956-180,176.55
1956-181,177.53
1956-182,178.52
1956-183,179.51
1956-184,180.49
1956-185,181.48
1956-186,182.47
1956-187,183.45
1956-188,184.44
1956-189,185.42
1956-190,186.41
1956-191,187.4
1956-192,188.38
1956-193,189.37
1956-194,190.36
1956-195,191.34
1956-196,192.33
1956-197,193.32
1956-198,194.3
1956-199,195.29
1956-200,196.27
1956-201,197.26
1956-202,198.25
1956-203,199.23
1956-204,200.22
1956-205,201.21
1956-206,202.19
1956-207,203.18
1956-208,204.16
1956-209,205.15
1956-210,206.14
1956-211,207.12
1956-212,208.11
1956-213,209.1
1956-214,210.08
1956-215,211.07
1956-216,212.05
1956-217,213.04
1956-218,214.03
1956-219,215.01
1956-220,216.0
1956-221,216.99
1956-222,217.97
1956-223,218.96
1956-224,219.95
1956-225,220.93
1956-226,221.92
1956-227,222.9
1956-228,223.89
1956-229,224.88
1956-230,225.86
1956-231,226.85
1956-232,227.84
1956-233,228.82
1956-234,229.81
1956-235,230.79
1956-236,231.78
1956-237,232.77
1956-238,233.75
1956-239,234.74
1956-240,235.73
1956-241,236.71
1956-242,237.7
1956-243,238.68
1956-244,239.67
1956-245,240.66
1956-246,241.64
1956-247,242.63
1956-248,243.62
1956-249,244.6
1956-250,245.59
1956-251,246.58
1956-252,247.56
1956-253,248.55
1956-254,249.53
1956-255,250.52
1956-256,251.51
1956-257,252.49
1956-258,253.48
1956-259,254.47
1956-260,255.45
1956-261,256.44
1956-262,257.42
1956-263,258.41
1956-264,259.4
1956-265,260.38
1956-266,261.37
1956-267,262.36
1956-268,263.34
1956-269,264.33
1956-270,265.32
1956-271,266.3
1956-272,267.29
1956-273,268.27
1956-274,269.26
1956-275,270.25
1956-276,271.23
1956-277,272.22
1956-278,273.21
1956-279,274.19
1956-280,275.18
1956-281,276.16
1956-282,277.15
1956-283,278.14
1956-284,279.12
1956-285,280.11
1956-286,281.1
1956-287,282.08
1956-288,283.07
1956-289,284.05
1956-290,285.04
1956-291,286.03
1956-292,287.01
1956-293,288.0
1956-294,288.99
1956-295,289.97
1956-296,290.96
1956-297,291.95
1956-298,292.93
1956-299,293.92
1956-300,294.9
1956-301,295.89
1956-302,296.88
1956-303,297.86
1956-304,298.85
1956-305,299.84
1956-306,300.82
1956-307,301.81
1956-308,302.79
1956-309,303.78
1956-310,304.77
1956-311,305.75
1956-312,306.74
1956-313,307.73
1956-314,308.71
1956-315,309.7
1956-316,310.68
1956-317,311.67
1956-318,312.66
1956-319,313.64
1956-320,314.63
1956-321,315.62
1956-322,316.6
1956-323,317.59
1956-324,318.58
1956-325,319.56
1956-326,320.55
1956-327,321.53
1956-328,322.52
1956-329,323.51
1956-330,324.49
1956-331,325.48
1956-332,326.47
1956-333,327.45
1956-334,328.44
1956-335,329.42
1956-336,330.41
1956-337,331.4
1956-338,332.38
1956-339,333.37
1956-340,334.36
1956-341,335.34
1956-342,336.33
1956-343,337.32
1956-344,338.3
1956-345,339.29
1956-346,340.27
1956-347,341.26
1956-348,342.25
1956-349,343.23
1956-350,344.22
1956-351,345.21
1956-352,346.19
1956-353,347.18
1956-354,348.16
1956-355,349.15
1956-356,350.14
1956-357,351.12
1956-358,352.11
1956-359,353.1
1956-360,354.08
1956-361,355.07
1956-362,356.05
1956-363,357.04
1956-364,358.03
1956-365,359.01
1957-001,0.0
1957-002,0.99
1957-003,1.97
1957-004,2.96
1957-005,3.95
1957-006,4.93
1957-007,5.92
1957-008,6.9
1957-009,7.89
1957-010,8.88
1957-011,9.86
1957-012,10.85
1957-013,11.84
1957-014,12.82
1957-015,13.81
1957-016,14.79
1957-017,15.78
1957-018,16.77
1957-019,17.75
1957-020,18.74
1957-021,19.73
1957-022,20.71
1957-023,21.7
1957-024,22.68
1957-025,23.67
1957-026,24.66
1957-027,25.64
1957-028,26.63
1957-029,27.62
1957-030,28.6
1957-031,29.59
1957-032,30.58
1957-033,31.56
1957-034,32.55
1957-035,33.53
1957-036,34.52
1957-037,35.51
1957-038,36.49
1957-039,37.48
1957-040,38.47
1957-041,39.45
1957-042,40.44
1957-043,41.42
1957-044,42.41
1957-045,43.4
1957-046,44.38
1957-047,45.37
1957-048,46.36
1957-049,47.34
1957-050,48.33
1957-051,49.32
1957-052,50.3
1957-053,51.29
1957-054,52.27
1957-055,53.26
1957-056,54.25
1957-057,55.23
1957-058,56.22
1957-059,57.21
1957-060,58.19
1957-061,59.18
1957-062,60.16
1957-063,61.15
1957-064,62.14
1957-065,63.12
1957-066,64.11
1957-067,65.1
1957-068,66.08
1957-069,67.07
1957-070,68.05
1957-071,69.04
1957-072,70.03
1957-073,71.01
1957-074,72.0
1957-075,72.99
1957-076,73.97
1957-077,74.96
1957-078,75.95
1957-079,76.93
1957-080,77.92
1957-081,78.9
1957-082,79.89
1957-083,80.88
1957-084,81.86
1957-085,82.85
1957-086,83.84
1957-087,84.82
1957-088,85.81
1957-089,86.79
1957-090,87.78
1957-091,88.77
1957-092,89.75
1957-093,90.74
1957-094,91.73
1957-095,92.71
1957-096,93.7
1957-097,94.68
1957-098,95.67
1957-099,96.66
1957-100,97.64
1957-101,98.63
1957-102,99.62
1957-103,100.6
1957-104,101.59
1957-105,102.58
1957-106,103.56
1957-107,104.55
1957-108,105.53
1957-109,106.52
1957-110,107.51
1957-111,108.49
1957-112,109.48
1957-113,110.47
1957-114,111.45
1957-115,112.44
1957-116,113.42
1957-117,114.41
1957-118,115.4
1957-119,116.38
1957-120,117.37
1957-121,118.36
1957-122,119.34
1957-123,120.33
1957-124,121.32
1957-125,122.3
1957-126,123.29
1957-127,124.27
1957-128,125.26
1957-129,126.25
1957-130,127.23
1957-131,128.22
1957-132,129.21
1957-133,130.19
1957-134,131.18
1957-135,132.16
1957-136,133.15
1957-137,134.14
1957-138,135.12
1957-139,136.11
1957-140,137.1
1957-141,138.08
1957-142,139.07
1957-143,140.05
1957-144,141.04
1957-145,142.03
1957-146,143.01
1957-147,144.0
1957-148,144.99
1957-149,145.97
1957-150,146.96
1957-151,147.95
1957-152,148.93
1957-153,149.92
1957-154,150.9
1957-155,151.89
1957-156,152.88
1957-157,153.86
1957-158,154.85
1957-159,155.84
1957-160,156.82
1957-161,157.81
1957-162,158.79
1957-163,159.78
1957-164,160.77
1957-165,161.75
1957-166,162.74
1957-167,163.73
1957-168,164.71
1957-169,165.7
1957-170,166.68
1957-171,167.67
1957-172,168.66
1957-173,169.64
1957-174,170.63
1957-175,171.62
1957-176,172.6
1957-177,173.59
1957-178,174.58
1957-179,175.56
1957-180,176.55
1957-181,177.53
1957-182,178.52
1957-183,179.51
1957-184,180.49
1957-185,181.48
1957-186,182.47
1957-187,183.45
1957-188,184.44
1957-189,185.42
1957-190,186.41
1957-191,187.4
1957-192,188.38
1957-193,189.37
1957-194,190.36
1957-195,191.34
1957-196,192.33
1957-197,193.32
1957-198,194.3
1957-199,195.29
1957-200,196.27
1957-201,197.26
1957-202,198.25
1957-203,199.23
1957-204,200.22
1957-205,201.21
1957-206,202.19
1957-207,203.18
1957-208,204.16
1957-209,205.15
1957-210,206.14
1957-211,207.12
1957-212,208.11
1957-213,209.1
1957-214,210.08
1957-215,211.07
1957-216,212.05
1957-217,213.04
1957-218,214.03
1957-219,215.01
1957-220,216.0
1957-221,216.99
1957-222,217.97
1957-223,218.96
1957-224,219.95
1957-225,220.93
1957-226,221.92
1957-227,222.9
1957-228,223.89
1957-229,224.88
1957-230,225.86
1957-231,226.85
1957-232,227.84
1957-233,228.82
1957-234,229.81
1957-235,230.79
1957-236,231.78
1957-237,232.77
1957-238,233.75
1957-239,234.74
1957-240,235.73
1957-241,236.71
1957-242,237.7
1957-243,238.68
1957-244,239.67
1957-245,240.66
1957-246,241.64
1957-247,242.63
1957-248,243.62
1957-249,244.6
1957-250,245.59
1957-251,246.58
1957-252,247.56
1957-253,248.55
1957-254,249.53
1957-255,250.52
1957-256,251.51
1957-257,252.49
1957-258,253.48
1957-259,254.47
1957-260,255.45
1957-261,256.44
1957-262,257.42
1957-263,258.41
1957-264,259.4
1957-265,260.38
1957-266,261.37
1957-267,262.36
1957-268,263.34
1957-269,264.33
1957-270,265.32
1957-271,266.3
1957-272,267.29
1957-273,268.27
1957-274,269.26
1957-275,270.25
1957-276,271.23
1957-277,272.22
1957-278,273.21
1957-279,274.19
1957-280,275.18
1957-281,276.16
1957-282,277.15
1957-283,278.14
1957-284,279.12
1957-285,280.11
1957-286,281.1
1957-287,282.08
1957-288,283.07
1957-289,284.05
1957-290,285.04
1957-291,286.03
1957-292,287.01
1957-293,288.0
1957-294,288.99
1957-295,289.97
1957-296,290.96
1957-297,291.95
1957-298,292.93
1957-299,293.92
1957-300,294.9
1957-301,295.89
1957-302,296.88
1957-303,297.86
1957-304,298.85
1957-305,299.84
1957-306,300.82
1957-307,301.81
1957-308,302.79
1957-309,303.78
1957-310,304.77
1957-311,305.75
1957-312,306.74
1957-313,307.73
1957-314,308.71
1957-315,309.7
1957-316,310.68
1957-317,311.67
1957-318,312.66
1957-319,313.64
1957-320,314.63
1957-321,315.62
1957-322,316.6
1957-323,317.59
1957-324,318.58
1957-325,319.56
1957-326,320.55
1957-327,321.53
1957-328,322.52
1957-329,323.51
1957-330,324.49
